EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
528392,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 09:30:00 PM,01/16/2020 06:20:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","PRINCE STREET between MULBERRY STREET and BOWERY,  ELIZABETH STREET between EAST HOUSTON STREET and PRINCE STREET,  EAST HOUSTON STREET between ELIZABETH STREET and BOWERY,  MULBERRY STREET between JERSEY STREET and EAST HOUSTON STREET,  BOWERY between STANTON STREET and EAST HOUSTON STREET,  BOWERY between STANTON STREET and RIVINGTON STREET,  BOWERY between RIVINGTON STREET and KENMARE STREET,  ESSEX STREET between GRAND STREET and CANAL STREET,  GRAND STREET between PITT STREET and WILLETT STREET,  PITT STREET between BROOME STREET and GRAND STREET,  WILLETT STREET between BROOME STREET and GRAND STREET,  WILLETT STREET between BROOME STREET and GRAND STREET",Manhattan,"2, 3","5, 7, 9",Television,Episodic series,United States of America,"10002, 10012"
528384,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 10:00:00 PM,01/16/2020 05:23:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   26 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   28 STREET and WEST   23 STREET",Manhattan,"4, 5",10,Television,Episodic series,United States of America,"10001, 10011"
528377,Shooting Permit,01/22/2020 07:00:00 AM,01/23/2020 01:00:00 AM,01/16/2020 04:48:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  44 AVENUE between 22 STREET and 23 STREET,  21 STREET between 44 AVENUE and 44 ROAD,  44 ROAD between 21 STREET and 23 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
528349,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 09:00:00 PM,01/16/2020 03:16:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between MORGAN AVENUE and VANDERVOORT AVENUE,  DEVOE STREET between CATHERINE STREET and MORGAN AVENUE,  METROPOLITAN AVENUE between MORGAN AVENUE and VANDERVOORT AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11211
528487,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 09:00:00 PM,01/17/2020 01:43:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","41 STREET between 19 AVENUE and BERRIAN BOULEVARD,  BERRIAN BOULEVARD between STEINWAY STREET and 45 STREET,  19 AVENUE between 41 STREET and STEINWAY PLACE,  BERRIAN BOULEVARD between 41 STREET and 42 STREET",Queens,1,114,Television,Episodic series,United States of America,11105
527811,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 10:00:00 PM,01/15/2020 09:49:59 AM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528514,Shooting Permit,01/22/2020 08:00:00 AM,01/23/2020 12:00:00 AM,01/17/2020 03:30:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEDFORD AVENUE between LEFFERTS AVENUE and LINCOLN ROAD,  STERLING STREET between WASHINGTON AVENUE and BEDFORD AVENUE,  BEDFORD AVENUE between STERLING STREET and LEFFERTS AVENUE,  Flatbush Ave between EMPIRE BOULEVARD and Plaza st West",Brooklyn,9,71,Television,Episodic series,United States of America,11225
527876,Shooting Permit,01/22/2020 08:00:00 AM,01/22/2020 09:00:00 PM,01/15/2020 11:06:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between HUMBOLDT STREET and MOULTRIE STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528712,Shooting Permit,01/22/2020 08:00:00 AM,01/22/2020 05:00:00 PM,01/20/2020 09:13:26 AM,"Mayor's Office of Film, Theatre & Broadcasting",baychester Ave between BARTOW AVENUE and Bay plaza,Bronx,10,45,Television,Episodic series,United States of America,10475
528445,Shooting Permit,01/22/2020 02:00:00 PM,01/22/2020 09:00:00 PM,01/17/2020 11:21:01 AM,"Mayor's Office of Film, Theatre & Broadcasting","DUANE STREET between HUDSON STREET and WEST BROADWAY,  WEST BROADWAY between THOMAS STREET and DUANE STREET,  WEST BROADWAY between DUANE STREET and READE STREET,  DUANE STREET between WEST BROADWAY and CHURCH STREET,  SPRUCE STREET between NASSAU STREET and WILLIAM STREET,  SPRUCE STREET between NASSAU STREET and WILLIAM STREET,  NASSAU STREET between BEEKMAN STREET and SPRUCE STREET,  BEEKMAN STREET between NASSAU STREET and WILLIAM STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10013, 10038"
527620,Shooting Permit,01/22/2020 04:00:00 PM,01/23/2020 04:00:00 AM,01/14/2020 04:04:52 PM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL AVENUE between CHAUNCEY STREET and PILLING STREET,Brooklyn,4,83,Student,Student Film,United States of America,11207
523857,Theater Load in and Load Outs,01/23/2020 12:01:00 AM,01/23/2020 11:59:00 PM,12/16/2019 03:24:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
528074,Shooting Permit,01/23/2020 01:00:00 AM,01/23/2020 04:00:00 PM,01/15/2020 04:56:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
527357,Theater Load in and Load Outs,01/23/2020 02:00:00 AM,01/23/2020 12:00:00 PM,01/14/2020 06:33:10 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Television,Morning Show,United States of America,10036
528743,Shooting Permit,01/23/2020 04:00:00 AM,01/23/2020 12:00:00 PM,01/20/2020 01:45:31 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,Cable-daily,United States of America,"10036, 10105"
527970,Shooting Permit,01/23/2020 06:00:00 AM,01/23/2020 10:00:00 PM,01/15/2020 01:46:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between WEST STREET and FRANKLIN STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
527407,Shooting Permit,01/23/2020 06:00:00 AM,01/23/2020 09:00:00 PM,01/14/2020 10:21:02 AM,"Mayor's Office of Film, Theatre & Broadcasting",SMITH STREET between BAY STREET and HALLECK STREET,Brooklyn,6,76,Commercial,Commercial,United States of America,11231
528754,Rigging Permit,01/23/2020 06:00:00 AM,01/23/2020 08:00:00 PM,01/20/2020 03:52:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",37 STREET between 34 AVENUE and 35 AVENUE,Queens,"1, 2","1, 114",Television,Episodic series,United States of America,"10013, 11101, 11106"
528340,Shooting Permit,01/23/2020 06:00:00 AM,01/23/2020 11:00:00 PM,01/16/2020 02:47:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   30 STREET and EAST   29 STREET,  EAST   29 STREET between 5 AVENUE and MADISON AVENUE,  EAST   28 STREET between MADISON AVENUE and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   29 STREET and EAST   27 STREET,  EAST   27 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,5,"13, 14",Television,Episodic series,United States of America,10016
528776,Shooting Permit,01/23/2020 06:00:00 AM,01/23/2020 10:00:00 PM,01/20/2020 06:01:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS BOULEVARD between 83 AVENUE and MAIN STREET,  82 AVENUE between 126 STREET and 132 STREET",Queens,"8, 9","102, 107",Television,Episodic series,United States of America,"11415, 11435"
528552,Shooting Permit,01/23/2020 06:00:00 AM,01/23/2020 11:59:00 PM,01/17/2020 04:53:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43RD AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
528772,Shooting Permit,01/23/2020 07:00:00 AM,01/24/2020 12:00:00 AM,01/20/2020 05:36:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  CALYER STREET between JEWEL STREET and HUMBOLDT STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528824,Shooting Permit,01/23/2020 07:00:00 AM,01/24/2020 01:00:00 AM,01/21/2020 10:00:27 AM,"Mayor's Office of Film, Theatre & Broadcasting","22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 23 STREET,  22 STREET between QUEENS PLAZA SOUTH and 44 AVENUE,  43 AVENUE between 21 STREET and 23 STREET,  21 STREET between 43 AVENUE and 44 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
527814,Shooting Permit,01/23/2020 07:00:00 AM,01/23/2020 10:00:00 PM,01/15/2020 09:55:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528749,Theater Load in and Load Outs,01/23/2020 07:00:00 AM,01/24/2020 03:00:00 AM,01/20/2020 03:29:51 PM,"Mayor's Office of Film, Theatre & Broadcasting",ATLANTIC AVENUE between 6 AVENUE and FORT GREENE PLACE,Brooklyn,2,78,Theater,Theater,United States of America,11217
529083,Shooting Permit,01/23/2020 07:00:00 AM,01/23/2020 11:59:00 PM,01/22/2020 12:08:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  BEVERLEY ROAD between CONEY ISLAND AVENUE and STRATFORD ROAD,  RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  CATON AVENUE between STRATFORD ROAD and MARLBOROUGH ROAD",Brooklyn,14,70,Television,Episodic series,United States of America,"11218, 11226"
528718,Shooting Permit,01/23/2020 07:30:00 AM,01/23/2020 09:30:00 PM,01/20/2020 09:48:46 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
528758,Shooting Permit,01/23/2020 08:00:00 AM,01/23/2020 08:00:00 PM,01/20/2020 04:21:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   56 STREET between 1 AVENUE and 2 AVENUE,  2 AVENUE between EAST   54 STREET and EAST   56 STREET,  2 AVENUE between EAST   54 STREET and EAST   53 STREET,  EAST   55 STREET between 1 AVENUE and 2 AVENUE,  EAST   55 STREET between 1 AVENUE and 2 AVENUE,  EAST   54 STREET between 1 AVENUE and 2 AVENUE,  1 AVENUE between EAST   55 STREET and EAST   57 STREET,  EAST   56 STREET between 1 AVENUE and SUTTON PLACE SOUTH,  EAST   56 STREET between 2 AVENUE and 3 AVENUE,  EAST   54 STREET between 2 AVENUE and 3 AVENUE",Manhattan,6,17,Television,Episodic series,United States of America,10022
528515,Shooting Permit,01/23/2020 08:00:00 AM,01/24/2020 12:00:00 AM,01/17/2020 03:32:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEDFORD AVENUE between LEFFERTS AVENUE and LINCOLN ROAD,  STERLING STREET between WASHINGTON AVENUE and BEDFORD AVENUE,  BEDFORD AVENUE between STERLING STREET and LEFFERTS AVENUE,  Flatbush Ave between EMPIRE BOULEVARD and Plaza St West",Brooklyn,9,71,Television,Episodic series,United States of America,11225
528804,Rigging Permit,01/23/2020 09:00:00 AM,01/23/2020 06:00:00 PM,01/21/2020 09:01:52 AM,"Mayor's Office of Film, Theatre & Broadcasting",WASHINGTON PLACE between BROADWAY and MERCER STREET,Manhattan,2,6,Student,Not Applicable,United States of America,10003
528740,Shooting Permit,01/23/2020 09:00:00 AM,01/23/2020 10:00:00 PM,01/20/2020 01:02:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   26 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   28 STREET and WEST   23 STREET,  WEST   26 STREET between 6 AVENUE and 7 AVENUE",Manhattan,"4, 5","10, 13",Television,Episodic series,United States of America,"10001, 10011"
528923,Shooting Permit,01/23/2020 12:00:00 PM,01/24/2020 02:00:00 AM,01/21/2020 02:43:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","DUANE STREET between HUDSON STREET and WEST BROADWAY,  WEST BROADWAY between THOMAS STREET and DUANE STREET,  WEST BROADWAY between DUANE STREET and READE STREET,  DUANE STREET between WEST BROADWAY and CHURCH STREET,  READE STREET between LAFAYETTE STREET and ELK STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  LAFAYETTE STREET between DUANE STREET and READE STREET,  BROADWAY between CHAMBERS STREET and DUANE STREET,  READE STREET between CHURCH STREET and BROADWAY,  LAFAYETTE STREET between WORTH STREET and DUANE STREET,  LAFAYETTE STREET between WORTH STREET and DUANE STREET,  BEEKMAN STREET between NASSAU STREET and WILLIAM STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013, 10038"
523862,Theater Load in and Load Outs,01/24/2020 12:01:00 AM,01/25/2020 06:00:00 AM,12/16/2019 03:33:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
529051,Shooting Permit,01/24/2020 06:00:00 AM,01/24/2020 06:00:00 PM,01/22/2020 10:51:24 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 7 AVENUE and 8 AVENUE,  WEST   35 STREET between 8 AVENUE and 7 AVENUE,  LIBERTY STREET between BROADWAY and TRINITY PLACE,  LIBERTY STREET between BROADWAY and NASSAU STREET,  CEDAR STREET between NASSAU STREET and BROADWAY",Manhattan,"1, 5","1, 14",Commercial,Commercial,United States of America,"10001, 10005, 10006, 10121"
528817,Shooting Permit,01/24/2020 06:00:00 AM,01/24/2020 09:00:00 PM,01/21/2020 09:47:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 8 AVENUE and 9 AVENUE,  9 AVENUE between WEST   20 STREET and WEST   23 STREET",Manhattan,4,10,Television,Episodic series,United States of America,10011
529148,Shooting Permit,01/24/2020 06:00:00 AM,01/24/2020 10:00:00 PM,01/22/2020 02:23:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","COOPER AVENUE between 83 STREET and 84 STREET,  83 STREET between COOPER AVENUE and DORAN AVENUE",Queens,"5, 9","102, 104",Television,Episodic series,United States of America,"11385, 11415"
528957,Shooting Permit,01/24/2020 06:00:00 AM,01/24/2020 10:00:00 PM,01/21/2020 04:12:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between WEST STREET and FRANKLIN STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between FRANKLIN STREET and WEST STREET,  EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between FRANKLIN STREET and WEST STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528757,Shooting Permit,01/24/2020 06:00:00 AM,01/25/2020 04:00:00 AM,01/20/2020 04:03:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","149 STREET between 95 AVENUE and 97 AVENUE,  95 AVENUE between 150 STREET and SUTPHIN BOULEVARD,  95 AVENUE between 150 STREET and 149 STREET,  150 STREET between 97 AVENUE and 95 AVENUE,  97 AVENUE between 150 STREET and 149 STREET,  148 STREET between 95 AVENUE and 97 AVENUE,  LIBERTY AVENUE between 147 PLACE and 148 STREET",Queens,12,103,Television,Episodic series,United States of America,11435
529035,Shooting Permit,01/24/2020 06:00:00 AM,01/24/2020 09:00:00 PM,01/22/2020 09:55:54 AM,"Mayor's Office of Film, Theatre & Broadcasting",BARRETTO STREET between LAFAYETTE AVENUE and GARRISON AVENUE,Bronx,2,41,Commercial,Commercial,United States of America,10474
528755,Rigging Permit,01/24/2020 06:00:00 AM,01/24/2020 08:00:00 PM,01/20/2020 03:57:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",37 STREET between 34 AVENUE and 35 AVENUE,Queens,"1, 2","1, 114",Television,Episodic series,United States of America,"10013, 11101, 11106"
528860,Shooting Permit,01/24/2020 07:00:00 AM,01/24/2020 10:00:00 PM,01/21/2020 11:35:19 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST END AVENUE between WEST   86 STREET and WEST   87 STREET,  WEST   86 STREET between BROADWAY and WEST END AVENUE,  BROADWAY between WEST   87 STREET and WEST   90 STREET,  WEST   87 STREET between BROADWAY and WEST END AVENUE,  WEST   88 STREET between WEST END AVENUE and BROADWAY",Manhattan,7,"20, 24",Television,Episodic series,United States of America,10024
529145,Theater Load in and Load Outs,01/24/2020 07:00:00 AM,01/25/2020 11:59:00 PM,01/22/2020 02:11:41 PM,"Mayor's Office of Film, Theatre & Broadcasting",ATLANTIC AVENUE between FORT GREENE PLACE and 6 AVENUE,Brooklyn,2,78,Theater,Theater,United States of America,11217
529072,Shooting Permit,01/24/2020 07:00:00 AM,01/24/2020 10:00:00 PM,01/22/2020 11:47:12 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   22 STREET between 3 AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   22 STREET and EAST   23 STREET,  EAST   22 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  PARK AVENUE SOUTH between EAST   22 STREET and EAST   24 STREET,  PARK AVENUE SOUTH between EAST   22 STREET and EAST   27 STREET,  PARK AVENUE SOUTH between EAST   27 STREET and EAST   25 STREET,  EAST   24 STREET between MADISON AVENUE and PARK AVENUE SOUTH",Manhattan,"5, 6",13,Television,Episodic series,United States of America,"10010, 10016"
528821,Shooting Permit,01/24/2020 07:00:00 AM,01/24/2020 10:00:00 PM,01/21/2020 09:56:00 AM,"Mayor's Office of Film, Theatre & Broadcasting","JORALEMON STREET between BOERUM PLACE and COURT STREET,  CADMAN PLAZA WEST between TILLARY STREET and MIDDAGH STREET,  REMSEN STREET between COURT STREET and CLINTON STREET,  COURT STREET between MONTAGUE STREET and JORALEMON STREET",Brooklyn,2,84,Television,Episodic series,United States of America,11201
528861,Shooting Permit,01/24/2020 07:00:00 AM,01/24/2020 11:00:00 AM,01/21/2020 11:44:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","FRANKLIN STREET between 6 AVENUE and WEST BROADWAY,  WHITE STREET between 6 AVENUE and WEST BROADWAY,  WEST BROADWAY between WHITE STREET and FRANKLIN STREET,  WEST BROADWAY between WALKER STREET and WHITE STREET",Manhattan,1,1,Television,Episodic series,United States of America,10013
