CRASH DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/03/2020,16:00,QUEENS,11413,40.65942,-73.761116,"(40.65942, -73.761116)",147 AVENUE                      ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364021,Sedan,Sedan,,,
11/03/2020,9:25,MANHATTAN,10128,40.776604,-73.94663,"(40.776604, -73.94663)",EAST 87 STREET                  ,YORK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4364088,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/03/2020,10:20,BROOKLYN,11211,40.71407,-73.954346,"(40.71407, -73.954346)",METROPOLITAN AVENUE             ,MARCY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4364057,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,23:51,MANHATTAN,10026,40.80202,-73.94969,"(40.80202, -73.94969)",WEST 116 STREET                 ,LENOX AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4364248,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
11/03/2020,21:30,BRONX,10472,40.830055,-73.86499,"(40.830055, -73.86499)",GLEASON AVENUE                  ,TAYLOR AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4364285,Sedan,,,,
11/03/2020,19:13,MANHATTAN,10033,40.852333,-73.938774,"(40.852333, -73.938774)",WEST 183 STREET                 ,PINEHURST AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4364213,Sedan,,,,
11/03/2020,17:09,QUEENS,11411,40.702198,-73.74391,"(40.702198, -73.74391)",,,114-28    211 STREET                    ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4363941,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,18:00,QUEENS,11004,40.744026,-73.717636,"(40.744026, -73.717636)",UNION TURNPIKE                  ,LITTLE NECK PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4363967,Station Wagon/Sport Utility Vehicle,School Bus,,,
11/03/2020,9:30,BRONX,10451,40.810196,-73.93068,"(40.810196, -73.93068)",,,200       EAST 135 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364042,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,8:00,BROOKLYN,11230,40.62075,-73.95738,"(40.62075, -73.95738)",,,1819      AVENUE L                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363806,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,15:56,QUEENS,11434,40.687622,-73.77881,"(40.687622, -73.77881)",169 STREET                      ,116 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4363964,Sedan,Sedan,,,
11/03/2020,10:30,MANHATTAN,10016,40.74418,-73.97842,"(40.74418, -73.97842)",,,219       EAST 32 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4364027,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,18:24,BROOKLYN,11234,40.635185,-73.92862,"(40.635185, -73.92862)",GLENWOOD ROAD                   ,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364136,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,13:04,MANHATTAN,10012,40.72598,-73.994606,"(40.72598, -73.994606)",,,337       LAFAYETTE STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364105,Sedan,Pick-up Truck,,,
11/03/2020,18:09,QUEENS,11694,40.58159,-73.84225,"(40.58159, -73.84225)",BEACH 120 STREET                ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Shoulders Defective/Improper,,,,,4364096,Sedan,,,,
11/03/2020,18:40,MANHATTAN,10029,40.79687,-73.940796,"(40.79687, -73.940796)",,,2095      3 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364255,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,14:44,QUEENS,11372,40.756145,-73.8798,"(40.756145, -73.8798)",88 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364108,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,16:36,QUEENS,11435,40.688972,-73.80643,"(40.688972, -73.80643)",,,107-37    142 STREET                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4363953,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,7:27,BROOKLYN,11207,40.675755,-73.88738,"(40.675755, -73.88738)",LIBERTY AVENUE                  ,JEROME STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4363763,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,21:17,BROOKLYN,11239,40.651234,-73.86991,"(40.651234, -73.86991)",,,519       GATEWAY DRIVE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364207,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,12:47,STATEN ISLAND,10301,40.630714,-74.10444,"(40.630714, -74.10444)",,,450       FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364115,Sedan,,,,
11/03/2020,19:45,BROOKLYN,11216,40.680214,-73.94628,"(40.680214, -73.94628)",FULTON STREET                   ,MARCY AVENUE,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,4364280,Taxi,,,,
11/03/2020,13:28,QUEENS,11354,40.76727,-73.82905,"(40.76727, -73.82905)",34 AVENUE                       ,LEAVITT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4363872,Sedan,Sedan,,,
11/03/2020,14:20,BRONX,10461,40.85543,-73.855354,"(40.85543, -73.855354)",LYDIG AVENUE                    ,WILLIAMSBRIDGE ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4363943,Sedan,Sedan,,,
11/03/2020,22:50,BRONX,10454,40.804695,-73.92239,"(40.804695, -73.92239)",BRUCKNER BOULEVARD              ,BROWN PLACE,,3,0,0,0,0,0,3,0,Unspecified,,,,,4364047,Sedan,,,,
11/03/2020,11:02,MANHATTAN,10021,40.76527,-73.95213,"(40.76527, -73.95213)",EAST 71 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364086,Sedan,,,,
11/03/2020,11:30,STATEN ISLAND,10304,40.59415,-74.0949,"(40.59415, -74.0949)",,,73        BURGHER AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363966,Box Truck,Sedan,,,
11/03/2020,13:20,BRONX,10452,40.833183,-73.93022,"(40.833183, -73.93022)",WEST 164 STREET                 ,SUMMIT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4363927,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,14:00,QUEENS,11422,40.652554,-73.74656,"(40.652554, -73.74656)",149 AVENUE                      ,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4363869,Sedan,,,,
11/03/2020,17:44,BRONX,10469,40.87548,-73.85758,"(40.87548, -73.85758)",EAST 211 STREET                 ,PAULDING AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4364005,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,7:10,MANHATTAN,10025,40.803627,-73.963394,"(40.803627, -73.963394)",AMSTERDAM AVENUE                ,WEST 111 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4364165,Sedan,Taxi,,,
11/03/2020,12:21,BROOKLYN,11231,40.682907,-73.99306,"(40.682907, -73.99306)",DE GRAW STREET                  ,SMITH STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4364445,Sedan,Tractor Truck Gasoline,,,
11/03/2020,14:41,MANHATTAN,10027,40.807854,-73.94914,"(40.807854, -73.94914)",,,2065      7 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364237,Sedan,Sedan,,,
11/03/2020,13:48,BROOKLYN,11211,40.71393,-73.940056,"(40.71393, -73.940056)",,,241       DEVOE STREET                  ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4364065,Sedan,,,,
11/03/2020,13:30,BRONX,10468,40.867878,-73.893005,"(40.867878, -73.893005)",EAST 196 STREET                 ,GRAND CONCOURSE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4363930,Sedan,,,,
11/03/2020,23:12,BROOKLYN,11218,40.643574,-73.98674,"(40.643574, -73.98674)",36 STREET                       ,12 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4364084,Bike,,,,
11/03/2020,15:20,BROOKLYN,11214,40.59829,-74.00006,"(40.59829, -74.00006)",BAY 28 STREET                   ,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4363984,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,23:45,BROOKLYN,11207,40.66226,-73.89726,"(40.66226, -73.89726)",,,545       WILLIAMS AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364209,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,17:23,BRONX,10473,40.824207,-73.858795,"(40.824207, -73.858795)",WHITE PLAINS ROAD               ,STORY AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4364290,Sedan,Ambulance,,,
11/03/2020,8:50,QUEENS,11357,40.792076,-73.80447,"(40.792076, -73.80447)",157 STREET                      ,11 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4363870,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,9:40,BRONX,10460,40.834915,-73.894135,"(40.834915, -73.894135)",WILKENS AVENUE                  ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4364051,van,,,,
11/03/2020,10:07,BROOKLYN,11220,40.64606,-74.01648,"(40.64606, -74.01648)",3 AVENUE                        ,53 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4364008,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,13:00,BRONX,10459,40.821415,-73.88933,"(40.821415, -73.88933)",BRUCKNER BOULEVARD              ,FAILE STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4363895,E-Bike,Sedan,,,
11/03/2020,8:00,QUEENS,11368,40.750225,-73.85515,"(40.750225, -73.85515)",111 STREET                      ,42 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364117,Sedan,Sedan,,,
11/03/2020,15:29,BRONX,10460,40.84158,-73.883354,"(40.84158, -73.883354)",,,939       EAST TREMONT AVENUE           ,1,0,1,0,0,0,0,0,Unspecified,,,,,4364155,Sedan,,,,
11/03/2020,14:30,QUEENS,11377,40.756016,-73.90162,"(40.756016, -73.90162)",61 STREET                       ,32 AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Backing Unsafely,,,,4364071,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,20:05,BROOKLYN,11233,40.676495,-73.913704,"(40.676495, -73.913704)",ATLANTIC AVENUE                 ,BOYLAND STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4364090,Sedan,Sedan,,,
11/03/2020,18:30,BRONX,10452,40.843643,-73.91303,"(40.843643, -73.91303)",EAST MOUNT EDEN AVENUE          ,WALTON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4363955,Sedan,Taxi,,,
11/03/2020,18:40,QUEENS,11420,40.682503,-73.82131,"(40.682503, -73.82131)",109 AVENUE                      ,120 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4364075,Sedan,,,,
11/03/2020,9:30,BROOKLYN,11239,40.658005,-73.87408,"(40.658005, -73.87408)",LINWOOD STREET                  ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4364210,Sedan,Box Truck,,,
11/03/2020,14:57,QUEENS,11434,40.692066,-73.7654,"(40.692066, -73.7654)",LINDEN BOULEVARD                ,NEWBURG STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364313,Sedan,Sedan,,,
11/03/2020,12:50,BRONX,10462,40.84934,-73.856155,"(40.84934, -73.856155)",,,1842      PAULDING AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4363912,Pick-up Truck,,,,
11/03/2020,20:58,BROOKLYN,11209,40.62884,-74.03019,"(40.62884, -74.03019)",,,256       79 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364436,Sedan,,,,
11/03/2020,7:47,QUEENS,11368,40.75736,-73.86834,"(40.75736, -73.86834)",,,100-01    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,,,,4364103,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,14:00,BROOKLYN,11215,40.6641,-73.99344,"(40.6641, -73.99344)",,,181       18 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364010,Sedan,,,,
11/03/2020,18:00,BRONX,10463,40.875057,-73.90451,"(40.875057, -73.90451)",,,2860      BAILEY AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364335,Sedan,,,,
11/03/2020,4:45,BRONX,10473,40.819016,-73.84804,"(40.819016, -73.84804)",CASTLE HILL AVENUE              ,RANDALL AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4364294,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,19:30,QUEENS,11422,40.678417,-73.729225,"(40.678417, -73.729225)",130 AVENUE                      ,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364024,Sedan,Sedan,,,
11/03/2020,13:30,QUEENS,11421,40.69125,-73.85087,"(40.69125, -73.85087)",89 AVENUE                       ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4364260,Sedan,,,,
11/03/2020,14:18,MANHATTAN,10016,40.747684,-73.97879,"(40.747684, -73.97879)",EAST 36 STREET                  ,LEXINGTON AVENUE,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,4363898,Pick-up Truck,,,,
11/03/2020,19:53,BROOKLYN,11236,40.648182,-73.91463,"(40.648182, -73.91463)",,,9001      DITMAS AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364140,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,14:35,QUEENS,11434,40.689075,-73.774536,"(40.689075, -73.774536)",174 STREET                      ,116 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4364314,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,6:50,MANHATTAN,10026,40.803894,-73.95204,"(40.803894, -73.95204)",7 AVENUE                        ,WEST 117 STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4364236,E-Bike,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,22:30,QUEENS,11432,40.718807,-73.78916,"(40.718807, -73.78916)",,,175-54    GRAND CENTRAL PARKWAY         ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4364559,Sedan,Sedan,,,
11/03/2020,23:16,BROOKLYN,11236,40.628025,-73.89867,"(40.628025, -73.89867)",SEAVIEW AVENUE                  ,EAST 85 STREET,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4364687,Sedan,Sedan,,,
11/03/2020,10:28,BROOKLYN,11215,40.67068,-73.98505,"(40.67068, -73.98505)",,,391       5 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364055,Sedan,,,,
11/03/2020,14:42,MANHATTAN,10033,40.846153,-73.932335,"(40.846153, -73.932335)",AMSTERDAM AVENUE                ,WEST 178 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364470,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/03/2020,22:09,QUEENS,11434,40.677265,-73.76174,"(40.677265, -73.76174)",,,133-47    DENIS STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364526,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,19:19,BRONX,10466,40.891937,-73.85278,"(40.891937, -73.85278)",,,855       EAST 233 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364227,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,13:11,BROOKLYN,11216,40.691704,-73.94849,"(40.691704, -73.94849)",DE KALB AVENUE                  ,MARCY AVENUE,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4364271,Sedan,Sedan,,,
11/03/2020,9:45,BROOKLYN,11207,40.675735,-73.89686,"(40.675735, -73.89686)",ATLANTIC AVENUE                 ,PENNSYLVANIA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4363811,Pick-up Truck,,,,
11/03/2020,13:02,QUEENS,11385,40.702187,-73.89344,"(40.702187, -73.89344)",CYPRESS HILLS STREET            ,SHALER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364480,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,12:15,BRONX,10467,40.86318,-73.86556,"(40.86318, -73.86556)",MACE AVENUE                     ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4363920,Sedan,PK,,,
11/03/2020,13:55,BROOKLYN,11212,40.66183,-73.92094,"(40.66183, -73.92094)",,,214       ROCKAWAY PARKWAY              ,1,0,0,0,0,0,1,0,Unspecified,,,,,4363923,Sedan,Sedan,,,
11/03/2020,17:25,BRONX,10457,40.845814,-73.890785,"(40.845814, -73.890785)",,,1970      CROTONA AVENUE                ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4364151,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,21:43,STATEN ISLAND,10301,40.642685,-74.07865,"(40.642685, -74.07865)",,,296       SAINT MARKS PLACE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4364494,Sedan,Sedan,,,
11/03/2020,19:00,BRONX,10465,40.82819,-73.83534,"(40.82819, -73.83534)",BRUCKNER BOULEVARD              ,SAINT JOSEPHS WAY,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,4364254,Sedan,Sedan,Sedan,,
11/03/2020,10:20,BROOKLYN,11207,40.677525,-73.89508,"(40.677525, -73.89508)",,,2696      FULTON STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4364200,Box Truck,Sedan,,,
11/03/2020,14:45,QUEENS,11385,40.699883,-73.9107,"(40.699883, -73.9107)",,,1615      PALMETTO STREET               ,1,0,1,0,0,0,0,0,Unspecified,,,,,4364569,E-Scooter,,,,
11/03/2020,17:45,QUEENS,11355,40.755745,-73.83076,"(40.755745, -73.83076)",SANFORD AVENUE                  ,FRAME PLACE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4364183,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,7:30,MANHATTAN,10065,40.764915,-73.95517,"(40.764915, -73.95517)",YORK AVENUE                     ,EAST 69 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4364083,Pick-up Truck,Box Truck,,,
11/03/2020,1:00,MANHATTAN,10011,40.73952,-73.99899,"(40.73952, -73.99899)",,,86        7 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363686,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,12:51,BROOKLYN,11234,40.61931,-73.92111,"(40.61931, -73.92111)",EAST 56 STREET                  ,AVENUE N,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4363899,Sedan,Sedan,,,
11/03/2020,21:30,QUEENS,11414,40.65725,-73.8394,"(40.65725, -73.8394)",,,160-10    CROSS BAY BOULEVARD           ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4364077,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,19:40,QUEENS,11418,40.702065,-73.82886,"(40.702065, -73.82886)",HILLSIDE AVENUE                 ,122 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,4364262,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,12:30,BROOKLYN,11235,40.579376,-73.96311,"(40.579376, -73.96311)",BRIGHTON 5 STREET               ,OCEANVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4364054,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,13:40,BROOKLYN,11219,40.62284,-74.00121,"(40.62284, -74.00121)",14 AVENUE                       ,OVINGTON AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4363884,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,11:09,MANHATTAN,10032,40.837475,-73.94414,"(40.837475, -73.94414)",,,66        FORT WASHINGTON AVENUE        ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4364166,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,7:50,BROOKLYN,11236,40.652313,-73.908226,"(40.652313, -73.908226)",BRISTOL STREET                  ,DITMAS AVENUE,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4364080,Station Wagon/Sport Utility Vehicle,Bike,,,
11/03/2020,16:45,BROOKLYN,11233,40.675,-73.91569,"(40.675, -73.91569)",,,2168      DEAN STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,4364092,Sedan,,,,
11/03/2020,0:30,BROOKLYN,11212,40.65432,-73.91788,"(40.65432, -73.91788)",LINDEN BOULEVARD                ,EAST 93 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4363794,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/03/2020,18:00,QUEENS,11385,40.712696,-73.900604,"(40.712696, -73.900604)",FRESH POND ROAD                 ,METROPOLITAN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4363947,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,6:05,QUEENS,11385,40.704266,-73.89185,"(40.704266, -73.89185)",65 STREET                       ,SHALER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4363946,Taxi,MOPED,,,
11/03/2020,15:55,BRONX,10459,40.820984,-73.893166,"(40.820984, -73.893166)",,,1003      EAST 163 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364407,Sedan,Sedan,,,
11/03/2020,18:30,QUEENS,11356,40.7786,-73.84885,"(40.7786, -73.84885)",119 STREET                      ,23 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4364184,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,13:30,BROOKLYN,11207,40.663776,-73.889915,"(40.663776, -73.889915)",RIVERDALE AVENUE                ,BRADFORD STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4364201,Sedan,Sedan,,,
11/03/2020,6:51,BROOKLYN,11236,40.6358,-73.903595,"(40.6358, -73.903595)",AVENUE K                        ,EAST 88 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4363988,Sedan,Sedan,,,
11/03/2020,14:37,BRONX,10475,40.869335,-73.8255,"(40.869335, -73.8255)",,,2100      BARTOW AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364282,Sedan,Tractor Truck Gasoline,,,
11/03/2020,14:13,STATEN ISLAND,10306,40.564972,-74.13048,"(40.564972, -74.13048)",RIEDEL AVENUE                   ,AMBOY ROAD,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4364017,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/03/2020,15:22,BROOKLYN,11223,40.60566,-73.966965,"(40.60566, -73.966965)",OCEAN PARKWAY                   ,KINGS HIGHWAY,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,4364039,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
11/03/2020,9:30,MANHATTAN,10019,40.759296,-73.977036,"(40.759296, -73.977036)",,,3         WEST 51 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4364066,Station Wagon/Sport Utility Vehicle,Dump,,,
11/03/2020,15:15,QUEENS,11361,40.76136,-73.76217,"(40.76136, -73.76217)",,,219-20    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363979,Pick-up Truck,Sedan,,,
11/03/2020,8:10,BROOKLYN,11225,40.655632,-73.95987,"(40.655632, -73.95987)",FLATBUSH AVENUE                 ,PARKSIDE AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4364015,Sedan,,,,
11/03/2020,9:05,QUEENS,11419,40.68528,-73.83234,"(40.68528, -73.83234)",,,103-32    110 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4363812,Station Wagon/Sport Utility Vehicle,,,,
11/03/2020,16:09,BROOKLYN,11204,40.608494,-73.97593,"(40.608494, -73.97593)",AVENUE P                        ,WEST 2 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,4363982,Sedan,,,,
